player_id,original_name,normalized_search_name,selected_page_title,wikipedia_url,raw_position,position_wiki,status,manual_review_reason,candidate_titles,first_position_rule_applied,match_method,name_source,birth_year_wiki,birth_evidence,identity_accept_reason
P002014,"MCCALEBB, BO",Bo Mccalebb,Bo McCalebb,https://en.wikipedia.org/wiki/Bo_McCalebb,Point guard,Point Guard,matched,,Bo McCalebb; Alphonso Ford EuroLeague Top Scorer Trophy; Fenerbahçe S.K. (basketball); FC Bayern Munich (basketball); Basketball League of Serbia,False,search,bio_name,1985.0,exact_match,exact_birth_year
P008002,"MCCALLUM, RAY",Ray Mccallum,Ray McCallum Jr.,https://en.wikipedia.org/wiki/Ray_McCallum_Jr.,Point guard,Point Guard,matched,,Ray McCallum Jr.; Hapoel Jerusalem B.C.; Boban Marjanović; Beno Udrih; 2018–19 EuroLeague regular season,False,search,bio_name,1991.0,exact_match,exact_birth_year
PDHI,"McCARTY, KELLY",Kelly Mccarty,Kelly McCarty,https://en.wikipedia.org/wiki/Kelly_McCarty,Small forward / shooting guard,Small Forward,matched,,FIBA EuroChallenge; Kelly McCarty; EuroCup Basketball All-EuroCup Team; Breanna Stewart; Hapoel Jerusalem B.C.,True,search,bio_name,1975.0,exact_match,exact_birth_year
P005216,"MCCOLLUM, ERRICK",Errick Mccollum,Errick McCollum,https://en.wikipedia.org/wiki/Errick_McCollum,Point guard / shooting guard,Point Guard,matched,,Errick McCollum; Fenerbahçe S.K. (basketball); 2017–18 EuroLeague; CJ McCollum; EuroCup Basketball Awards,True,search,bio_name,1988.0,exact_match,exact_birth_year
P013386,"MCCORMACK, DAVID",David Mccormack,David McCormack (basketball),https://en.wikipedia.org/wiki/David_McCormack_(basketball),Center,Center,matched,,David McCormack (basketball); List of 2026–27 EuroLeague transactions; List of 2025–26 EuroLeague transactions; IMG (company); List of 2024–25 EuroLeague transactions,False,search,bio_name,1999.0,exact_match,exact_birth_year
PAPC,"McDONALD, ARRIEL",Arriel Mcdonald,Ariel McDonald,https://en.wikipedia.org/wiki/Ariel_McDonald,Point guard,Point Guard,matched,,Ariel McDonald; KK Cedevita Olimpija; FIBA SuproLeague awards,False,search,bio_name,1972.0,exact_match,exact_birth_year
PJTT,"MCDONALD, WILL",Will Mcdonald,EuroLeague Championship Game,https://en.wikipedia.org/wiki/EuroLeague_Championship_Game,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,EuroLeague Championship Game; All-EuroLeague Team; EuroLeague Final Four; EuroLeague Final Four MVP; EuroLeague MVP of the Round,False,search,bio_name,,unavailable,
P008062,"MCDOWELL-WHITE, WILL",Will Mcdowell-white,Will McDowell-White,https://en.wikipedia.org/wiki/Will_McDowell-White,Point guard / shooting guard,Point Guard,matched,,Will McDowell-White; 2024–25 EuroLeague regular season; List of 2024–25 EuroLeague transactions; Breanna Stewart; National Basketball Association,True,search,bio_name,1998.0,exact_match,exact_birth_year
000117,"MCDUFFIE, DIMITRY",Dimitry Mcduffie,,,,,no_page_found,Wikipedia search returned no results,,False,,bio_name,,unavailable,
PJNP,"McELROY, IMMANUEL",Immanuel Mcelroy,Immanuel McElroy,https://en.wikipedia.org/wiki/Immanuel_McElroy,Point guard / shooting guard,Point Guard,matched,,Immanuel McElroy; EuroCup Basketball All-EuroCup Team; EuroLeague MVP of the Round; 2008–09 Euroleague; EuroLeague season statistical leaders,True,search,bio_name,1980.0,exact_match,exact_birth_year
P000672,"McGRATH, DONNIE",Donnie Mcgrath,Donnie McGrath,https://en.wikipedia.org/wiki/Donnie_McGrath,Point guard / shooting guard,Point Guard,matched,,Donnie McGrath; AEK B.C.; 2014–15 Euroleague squads; BC Žalgiris; Rosters of the top basketball teams in European club competitions,True,search,bio_name,1984.0,exact_match,exact_birth_year
P012800,"McGRUDER, RODNEY",Rodney Mcgruder,Rodney McGruder,https://en.wikipedia.org/wiki/Rodney_McGruder,Shooting guard,Shooting Guard,matched,,Rodney McGruder; Diante Garrett; Derrick Walton; 2022–23 Detroit Pistons season; List of 2020–21 NBA season transactions,False,search,bio_name,1991.0,exact_match,exact_birth_year
PKWI,"MCINTYRE, TERRELL",Terrell Mcintyre,Terrell McIntyre,https://en.wikipedia.org/wiki/Terrell_McIntyre,Point guard,Point Guard,matched,,Terrell McIntyre; All-EuroLeague Team; 2009–10 Euroleague; EuroLeague MVP of the Round; EuroLeague 2000–2010 All-Decade Team,False,search,bio_name,1977.0,exact_match,exact_birth_year
P007853,"MCKISSIC, SHAQUIELLE",Shaquielle Mckissic,Shaquielle McKissic,https://en.wikipedia.org/wiki/Shaquielle_McKissic,Small forward / shooting guard,Small Forward,matched,,Shaquielle McKissic; 2026 EuroLeague Final Four; List of 2026–27 EuroLeague transactions; 2023 EuroLeague Final Four; 2025 EuroLeague Final Four,True,search,bio_name,1990.0,exact_match,exact_birth_year
P004418,"MCLEAN, JAMEL",Jamel Mclean,Jamel McLean,https://en.wikipedia.org/wiki/Jamel_McLean,Power forward / center,Power Forward,matched,,Jamel McLean; 2017–18 EuroLeague; Olympiacos B.C.; 2019–20 Dinamo Sassari season; EuroLeague MVP of the Round,True,search,bio_name,1988.0,exact_match,exact_birth_year
P000731,"MC LEOD, KEITH",Keith Mc Leod,Šarūnas Jasikevičius,https://en.wikipedia.org/wiki/Šarūnas_Jasikevičius,,,page_found_identity_unconfirmed,Basketball page found but birth year/nationality could not be confirmed against players_bio.csv,Šarūnas Jasikevičius; Virtus Roma; List of 2011–12 NBA season transactions; DeMatha Catholic High School; Rosters of the top basketball teams in European club competitions,False,search,bio_name,,unavailable,
P006338,"McNEAL, JEREL",Jerel Mcneal,"Chris Wright (basketball, born 1988)","https://en.wikipedia.org/wiki/Chris_Wright_(basketball,_born_1988)",,,birth_year_small_discrepancy,"Birth year differs by 1-2 years (players_bio.csv=1987, wikipedia=1988); not auto-accepted, flagged for review.","Hapoel Tel Aviv B.C.; Aris B.C.; Chinese Basketball Association; 2015–16 Greek Basket League; Chris Wright (basketball, born 1988)",False,search,bio_name,1988.0,small_discrepancy,
P007996,"MCRAE, JORDAN",Jordan Mcrae,Jordan McRae,https://en.wikipedia.org/wiki/Jordan_McRae,Small forward / shooting guard,Small Forward,matched,,Jordan McRae; 2022–23 EuroCup Basketball; AEK B.C.; Anadolu Efes S.K.; Saski Baskonia,True,search,bio_name,1991.0,exact_match,exact_birth_year
P002982,"MEACHAM, TRENTON",Trenton Meacham,Trenton Meacham,https://en.wikipedia.org/wiki/Trenton_Meacham,Point guard / shooting guard,Point Guard,matched,,Trenton Meacham; ASVEL Basket; 2013–14 Eurocup Basketball; 2010–11 Eurocup Basketball; EuroCup Basketball MVP of the Round,True,direct,bio_name,1985.0,exact_match,exact_birth_year
P001946,"MEJIA, SAMMY",Sammy Mejia,Sammy Mejía,https://en.wikipedia.org/wiki/Sammy_Mejía,Small forward / shooting guard,Small Forward,matched,,Sammy Mejía; 2010–11 Euroleague; PBC CSKA Moscow; 2019–20 EuroCup Basketball; 2018–19 EuroCup Basketball,True,direct,bio_name,1983.0,exact_match,exact_birth_year
P005196,"MEJRI, SALAH",Salah Mejri,Salah Mejri,https://en.wikipedia.org/wiki/Salah_Mejri,Center,Center,matched,,Salah Mejri; Rosters of the champion and finalist teams of EuroLeague; Lebanese Basketball League; Real Madrid Baloncesto; FIBA West Asia Super League,False,direct,bio_name,1986.0,exact_match,exact_birth_year
PKJP,"MEKEL, GAL",Gal Mekel,Gal Mekel,https://en.wikipedia.org/wiki/Gal_Mekel,Point guard,Point Guard,matched,,Gal Mekel; Israel men's national basketball team; Israeli Basketball Premier League; ABA League; Omri Casspi,False,direct,bio_name,1988.0,exact_match,exact_birth_year
P002849,"MELLI, NICOLO",Nicolo Melli,Nicolò Melli,https://en.wikipedia.org/wiki/Nicolò_Melli,Power forward / center,Power Forward,matched,,Nicolò Melli; Fenerbahçe S.K. (basketball); EuroLeague 2010–2020 All-Decade Team; 2016–17 EuroLeague; All-EuroLeague Team,True,direct,bio_name,1991.0,exact_match,exact_birth_year
P008296,"MENALO, LEO",Leo Menalo,Leo Menalo,https://en.wikipedia.org/wiki/Leo_Menalo,Power forward,Power Forward,matched,,Leo Menalo; List of 2022–23 EuroLeague transactions; 2023–24 Virtus Bologna season; 2022–23 Virtus Bologna season; Mostar,False,direct,bio_name,2002.0,exact_match,exact_birth_year
P004233,"MENCO, RAFI",Rafi Menco,Rafi Menco,https://en.wikipedia.org/wiki/Rafi_Menco,Small forward,Small Forward,matched,,Rafi Menco; Israel men's national basketball team; 2019–20 Israeli Basketball Premier League; 2016–17 Israeli Basketball Super League; Maccabi Tel Aviv B.C.,False,direct,bio_name,1994.0,exact_match,exact_birth_year
P000186,"MENSAH-BONSU, POPS",Pops Mensah-bonsu,Pops Mensah-Bonsu,https://en.wikipedia.org/wiki/Pops_Mensah-Bonsu,Power forward / center,Power Forward,matched,,Pops Mensah-Bonsu; Beşiktaş J.K. (men's basketball); Galatasaray S.K. (men's basketball); FIBA EuroChallenge; Great Britain men's national basketball team,True,search,bio_name,1983.0,exact_match,exact_birth_year
P013514,"MENSAH, NATHAN",Nathan Mensah,Nathan Mensah,https://en.wikipedia.org/wiki/Nathan_Mensah,Center,Center,matched,,Nathan Mensah; Galatasaray S.K. (men's basketball); EuroLeague MVP of the Round; Olympiacos B.C.; List of 2024–25 EuroLeague transactions; Rosters of the top basketball teams in European club competitions,False,direct,bio_name,1998.0,exact_match,exact_birth_year
P005091,"MENSAH, WILLIAM",William Mensah,Shawn James (basketball),https://en.wikipedia.org/wiki/Shawn_James_(basketball),,,page_found_identity_unconfirmed,Basketball page found but birth year/nationality could not be confirmed against players_bio.csv,William Mensah; EuroLeague MVP of the Round; AEK B.C.; EuroCup Basketball individual statistics; ASVEL Basket; Shawn James (basketball),False,search,bio_name,,unavailable,
100,mercante-jacopo,Mercante Jacopo,,,,,no_page_found,Wikipedia search returned no results,,False,,slug_fallback,,unavailable,
P001233,"MERCANTE, JACOPO",Jacopo Mercante,,,,,no_page_found,Wikipedia search returned no results,,False,,bio_name,,unavailable,
MER,andrea-merlati,Andrea Merlati,Italy men's national basketball team,https://en.wikipedia.org/wiki/Italy_men's_national_basketball_team,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Italy men's national basketball team; Pallacanestro Cantù; Rosters of the top basketball teams in European club competitions,False,search,slug_fallback,,unavailable,
P003525,"MERONI, MARCO",Marco Meroni,List of European association football families,https://en.wikipedia.org/wiki/List_of_European_association_football_families,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,List of European association football families; February 24; Milan; List of people who died in traffic collisions,False,search,bio_name,,unavailable,
P012724,"MESTOGLU, HAMZA",Hamza Mestoglu,Yiğit Hamza Mestoğlu,https://en.wikipedia.org/wiki/Yiğit_Hamza_Mestoğlu,Small forward / power forward,Small Forward,matched,,Yiğit Hamza Mestoğlu; Fenerbahçe S.K. (basketball); 2024–25 Fenerbahçe S.K. (basketball) season; 2023–24 Fenerbahçe S.K. (basketball) season; 2025–26 Fenerbahçe S.K. (basketball) season,True,search,bio_name,2004.0,exact_match,exact_birth_year
PLWB,"METREVELI, NIKA",Nika Metreveli,Nika Metreveli,https://en.wikipedia.org/wiki/Nika_Metreveli,Center,Center,matched,,Nika Metreveli; Rosters of the top basketball teams in European club competitions,False,direct,bio_name,1991.0,exact_match,exact_birth_year
P013379,"METU, CHIMEZIE",Chimezie Metu,Chimezie Metu,https://en.wikipedia.org/wiki/Chimezie_Metu,Power forward / center,Power Forward,matched,,Chimezie Metu; 2025–26 FC Barcelona Bàsquet season; List of 2024–25 EuroLeague transactions; Galatasaray S.K. (men's basketball); FC Barcelona Bàsquet,True,direct,bio_name,1997.0,exact_match,exact_birth_year
P011520,"MICCOLI, SAMUELE",Samuele Miccoli,,,,,no_page_found,Wikipedia search returned no results,,False,,bio_name,,unavailable,
PKKV,"MICEVIC, MARKO",Marko Micevic,Euroleague 2008–09 Rosters,https://en.wikipedia.org/wiki/Euroleague_2008–09_Rosters,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Euroleague 2008–09 Rosters,False,search,bio_name,,unavailable,
PJNX,"MICHELORI, ANDREA",Andrea Michelori,Italy men's national basketball team,https://en.wikipedia.org/wiki/Italy_men's_national_basketball_team,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Italy men's national basketball team; Rosters of the top basketball teams in European club competitions; Lega Basket All Star Game; Fabrizio Frates,False,search,bio_name,,unavailable,
P003836,"MICHINEAU, DAVID",David Michineau,David Michineau,https://en.wikipedia.org/wiki/David_Michineau,Point guard,Point Guard,matched,,David Michineau; List of 2025–26 EuroLeague transactions; Élan Chalon; Kessler Edwards; 2024–25 Basketbol Süper Ligi; Napoli Basket (2016),False,direct,bio_name,1994.0,exact_match,exact_birth_year
P001473,"MICIC, DJORDJE",Djordje Micic,2025–26 KK Partizan season,https://en.wikipedia.org/wiki/2025–26_KK_Partizan_season,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,2025–26 KK Partizan season; 2015–16 Euroleague squads; 2014–15 Euroleague squads; Sport in Serbia; List of Serbs,False,search,bio_name,,unavailable,
P002580,"MICIC, VASILIJE",Vasilije Micic,Vasilije Micić,https://en.wikipedia.org/wiki/Vasilije_Micić,Point guard,Point Guard,matched,,Vasilije Micić; EuroLeague MVP; Alphonso Ford EuroLeague Top Scorer Trophy; 2021–22 EuroLeague; EuroLeague Final Four MVP,False,direct,bio_name,1994.0,exact_match,exact_birth_year
PJWO,"MICKEAL, PETE",Pete Mickeal,Pete Mickeal,https://en.wikipedia.org/wiki/Pete_Mickeal,Small forward,Small Forward,matched,,Pete Mickeal; EuroLeague 2010–2020 All-Decade Team; FC Barcelona Bàsquet; Saski Baskonia; EuroLeague MVP of the Month,False,direct,bio_name,1978.0,exact_match,exact_birth_year
P008847,"MICKEY, JORDAN",Jordan Mickey,Jordan Mickey,https://en.wikipedia.org/wiki/Jordan_Mickey,Power forward / center,Power Forward,matched,,Jordan Mickey; EuroLeague career statistical leaders; 2020–21 EuroLeague; BC Zenit Saint Petersburg; EuroLeague MVP of the Round,True,direct,bio_name,1994.0,exact_match,exact_birth_year
P000529,"MICOV, VLADIMIR",Vladimir Micov,Vladimir Micov,https://en.wikipedia.org/wiki/Vladimir_Micov,Small forward,Small Forward,matched,,Vladimir Micov; Galatasaray S.K. (men's basketball); KK Crvena zvezda; PBC CSKA Moscow; Olimpia Milano,False,direct,bio_name,1985.0,exact_match,exact_birth_year
P012943,"MIJAILOVIC, UROS",Uros Mijailovic,KK Partizan,https://en.wikipedia.org/wiki/KK_Partizan,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,KK Partizan; 2025–26 KK Partizan season; ABA League; 2025–26 ABA League First Division; 2026–27 KK Partizan season,False,search,bio_name,,unavailable,
P012977,"MIKALAUSKAS, KAJUS",Kajus Mikalauskas,2025–26 BC Žalgiris season,https://en.wikipedia.org/wiki/2025–26_BC_Žalgiris_season,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,2025–26 BC Žalgiris season,False,search,bio_name,,unavailable,
P011836,"MIKE, ISIAHA",Isiaha Mike,Isiaha Mike,https://en.wikipedia.org/wiki/Isiaha_Mike,Power forward / small forward,Power Forward,matched,,Isiaha Mike; List of 2026–27 EuroLeague transactions; 2023–24 EuroCup Basketball; List of 2025–26 EuroLeague transactions; 2025–26 KK Partizan season,True,direct,bio_name,1997.0,exact_match,exact_birth_year
PKPD,"MILAKNIS, ARTURAS",Arturas Milaknis,Artūras Milaknis,https://en.wikipedia.org/wiki/Artūras_Milaknis,Shooting guard / small forward,Shooting Guard,matched,,Artūras Milaknis; BC Žalgiris; Tofaş S.K.; 2019–20 EuroLeague; Lithuania men's national basketball team,True,direct,bio_name,1986.0,exact_match,exact_birth_year
PLIZ,"MILES, AARON",Aaron Miles,Aaron Miles (basketball),https://en.wikipedia.org/wiki/Aaron_Miles_(basketball),Point guard,Point Guard,matched,,Aaron Miles; Aaron Miles (basketball); EuroLeague MVP of the Round; Rosters of the champion and finalist teams of EuroLeague; PBC Lokomotiv Kuban; KK Crvena zvezda,False,search,bio_name,1983.0,exact_match,exact_birth_year
P000713,"MILICIC, IGOR",Igor Milicic,Igor Miličić,https://en.wikipedia.org/wiki/Igor_Miličić,Guard,,position_text_unrecognized,Could not map position text to a canonical position: 'Guard',Igor Miličić; Igor Miličić Jr.; Beşiktaş J.K. (men's basketball); Serbia men's national basketball team; Poland men's national basketball team,False,direct,bio_name,,unavailable,
PAIV,"MILIC, MARKO",Marko Milic,Marko Milić (basketball),https://en.wikipedia.org/wiki/Marko_Milić_(basketball),Power forward,Power Forward,matched,,Marko Milić (basketball); Fenerbahçe S.K. (basketball); Real Madrid Baloncesto; FIBA EuroStars; ABA League,False,direct,bio_name,1977.0,exact_match,exact_birth_year
P014094,"MILJENOVIC, STEFAN",Stefan Miljenovic,Bogdan Bogdanović (basketball),https://en.wikipedia.org/wiki/Bogdan_Bogdanović_(basketball),,,page_found_identity_mismatch,Selected page's birth year (1992) clearly differs from players_bio.csv (2001); rejected as a different person.,Bogdan Bogdanović (basketball); KK Crvena zvezda; Serbia men's national basketball team; 2025–26 ABA League First Division; PAOK BC,False,search,bio_name,1992.0,clear_mismatch,
P000435,"MILLAGE, CURTIS",Curtis Millage,Curtis Millage,https://en.wikipedia.org/wiki/Curtis_Millage,,,birth_year_small_discrepancy,"Birth year differs by 1-2 years (players_bio.csv=1981, wikipedia=1980); not auto-accepted, flagged for review.",Curtis Millage; ASK Riga; Baltic Basketball All-Star Game; FIBA EuroCup All-Star Day; FIBA EuroChallenge individual statistics,False,direct,bio_name,1980.0,small_discrepancy,
P010857,"MILLER, BABA",Baba Miller,Baba Miller,https://en.wikipedia.org/wiki/Baba_Miller,Power forward / small forward,Power Forward,matched,,Baba Miller; Real Madrid Baloncesto; 2021–22 Real Madrid Baloncesto season; Spain men's national basketball team; List of 2026–27 NBA season transactions,True,direct,bio_name,2004.0,exact_match,exact_birth_year
P006421,"MILLER, DARIUS",Darius Miller,Darius Miller,https://en.wikipedia.org/wiki/Darius_Miller,Small forward,Small Forward,matched,,Darius Miller; Darius Songaila; List of 2026–27 EuroLeague transactions; BC Žalgiris; All-EuroLeague Team,False,direct,bio_name,1990.0,exact_match,exact_birth_year
P009048,"MILLER-MCINTYRE, CODI",Codi Miller-mcintyre,Codi Miller-McIntyre,https://en.wikipedia.org/wiki/Codi_Miller-McIntyre,Point guard,Point Guard,matched,,Codi Miller-McIntyre; 2025–26 EuroLeague; 2023–24 EuroLeague; EuroLeague; List of 2026–27 EuroLeague transactions,False,search,bio_name,1994.0,exact_match,exact_birth_year
P006657,"MILLER, QUINCY",Quincy Miller,Quincy Miller,https://en.wikipedia.org/wiki/Quincy_Miller,Power forward,Power Forward,matched,,Quincy Miller; All-EuroLeague Team; Basketball League of Serbia; Olympiacos B.C.; P. League+,False,direct,bio_name,1992.0,exact_match,exact_birth_year
P002822,"MILOSAVLJEVIC, DRAGAN",Dragan Milosavljevic,Dragan Milosavljević,https://en.wikipedia.org/wiki/Dragan_Milosavljević,Shooting guard / small forward,Shooting Guard,matched,,Dragan Milosavljević; Basketball League of Serbia; ABA League; KK Partizan; KK Igokea,True,direct,bio_name,1989.0,exact_match,exact_birth_year
PJPP,"MILOSEVIC, STEVAN",Stevan Milosevic,KK Crvena zvezda,https://en.wikipedia.org/wiki/KK_Crvena_zvezda,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,KK Crvena zvezda; AEK B.C.; Maroussi B.C.; ŽKK Crvena zvezda; BC Rytas,False,search,bio_name,,unavailable,
PTHY,"MILOSEVIC, STRAHINJA",Strahinja Milosevic,Strahinja Milošević,https://en.wikipedia.org/wiki/Strahinja_Milošević,Small forward,Small Forward,matched,,Strahinja Milošević; KK Crvena zvezda; Szolnoki Olajbányász; ŽKK Crvena zvezda; Crvena Zvezda–Partizan basketball rivalry,False,direct,bio_name,1985.0,exact_match,exact_birth_year
PKPH,"MILOSEVIC, IGOR",Igor Milosevic,Igor Milošević,https://en.wikipedia.org/wiki/Igor_Milošević,Point guard / shooting guard,Point Guard,matched,,Igor Milošević; KK Crvena zvezda; Olympiacos B.C.; BC Rytas; Maroussi B.C.,True,direct,bio_name,1986.0,exact_match,exact_birth_year
P014007,"MILTON, SHAKE",Shake Milton,Shake Milton,https://en.wikipedia.org/wiki/Shake_Milton,Shooting guard / point guard,Shooting Guard,matched,,Shake Milton; List of 2026–27 EuroLeague transactions; 2026–27 KK Partizan season; List of 2025–26 EuroLeague transactions; KK Partizan,True,direct,bio_name,1996.0,exact_match,exact_birth_year
P003941,"MILUTINOV, NIKOLA",Nikola Milutinov,Nikola Milutinov,https://en.wikipedia.org/wiki/Nikola_Milutinov,Center,Center,matched,,Nikola Milutinov; 2025–26 EuroLeague; Serbia men's national basketball team; 2026 EuroLeague Final Four; All-EuroLeague Team,False,direct,bio_name,1994.0,exact_match,exact_birth_year
PKWH,"MINARD, RICKY",Ricky Minard,Ricky Minard,https://en.wikipedia.org/wiki/Ricky_Minard,Shooting guard / small forward,Shooting Guard,matched,,Ricky Minard; 2013–14 Euroleague; BC UNICS; Rosters of the top basketball teams in European club competitions; Pallacanestro Biella; Tampereen Pyrintö (basketball),True,direct,bio_name,1982.0,exact_match,exact_birth_year
P007423,"MINCHEV, YORDAN",Yordan Minchev,Yordan Minchev,https://en.wikipedia.org/wiki/Yordan_Minchev,Small forward / power forward,Small Forward,matched,,Yordan Minchev; Fenerbahçe S.K. (basketball); 2016–17 Fenerbahçe S.K. (basketball) season; Fenerbahçe (men's basketball) past rosters; BC Levski Sofia,True,direct,bio_name,1998.0,exact_match,exact_birth_year
P004645,"MINIOTAS, REGIMANTAS",Regimantas Miniotas,Regimantas Miniotas,https://en.wikipedia.org/wiki/Regimantas_Miniotas,Power forward / Center,Power Forward,matched,,Regimantas Miniotas; Lithuania men's national basketball team; List of 2021–22 EuroLeague transactions; BC Wolves; 2016–17 Baltic Basketball League,True,direct,bio_name,1996.0,exact_match,exact_birth_year
PBFT,"MIRALLES, ALBERT",Albert Miralles,Albert Miralles,https://en.wikipedia.org/wiki/Albert_Miralles,Center,Center,matched,,Albert Miralles; DBB Albert Schweitzer Tournament; Joventut Badalona; Pallacanestro Roseto; Pape Sow,False,direct,bio_name,1982.0,exact_match,exact_birth_year
P000796,"MIROTIC, NIKOLA",Nikola Mirotic,Nikola Mirotić,https://en.wikipedia.org/wiki/Nikola_Mirotić,Power forward,Power Forward,matched,,Nikola Mirotić; EuroLeague MVP; 2021–22 EuroLeague; 2025–26 EuroLeague; All-EuroLeague Team,False,direct,bio_name,1991.0,exact_match,exact_birth_year
P000275,"MITCHELL, DARREL",Darrel Mitchell,Darrel Mitchell,https://en.wikipedia.org/wiki/Darrel_Mitchell,Point guard / shooting guard,Point Guard,matched,,Darrel Mitchell; AS Monaco Basket; AEK B.C.; Tasmin Mitchell; EuroCup Basketball individual statistics,True,direct,bio_name,1984.0,exact_match,exact_birth_year
P012622,"MITCHELL, MATTHEW",Matthew Mitchell,Matt Mitchell (basketball),https://en.wikipedia.org/wiki/Matt_Mitchell_(basketball),Power forward / small forward,Power Forward,matched,,Matt Mitchell; Matt Mitchell (basketball); British Basketball League; Ricky Rubio; EuroCup Basketball MVP of the Round; List of 2024–25 EuroLeague transactions,True,search,bio_name,1999.0,exact_match,exact_birth_year
P007866,"MITOGLOU, KONSTANTINOS",Konstantinos Mitoglou,Dinos Mitoglou,https://en.wikipedia.org/wiki/Dinos_Mitoglou,Power forward / center,Power Forward,matched,,Dinos Mitoglou; 2020–21 EuroLeague; Panathinaikos B.C.; EuroLeague MVP of the Round; List of 2025–26 EuroLeague transactions,True,direct,bio_name,1996.0,exact_match,exact_birth_year
P011965,"MITROU-LONG, NAZ",Naz Mitrou-long,Naz Mitrou-Long,https://en.wikipedia.org/wiki/Naz_Mitrou-Long,Shooting guard / point guard,Shooting Guard,matched,,Naz Mitrou-Long; Elijah Mitrou-Long; List of 2025–26 EuroLeague transactions; 2025 EuroLeague Final Four; 2024 EuroLeague Final Four,True,search,bio_name,1993.0,exact_match,exact_birth_year
P001929,"MITROVIC, ALEKSANDAR",Aleksandar Mitrovic,Aleksandar Mitrović (basketball),https://en.wikipedia.org/wiki/Aleksandar_Mitrović_(basketball),Shooting guard / small forward,Shooting Guard,matched,,Aleksandar Mitrović; Aleksandar Mitrović (basketball); Bogdan Bogdanović (basketball); KK Partizan; 2016–17 EuroLeague; 2021–22 EuroLeague,True,search,bio_name,1990.0,exact_match,exact_birth_year
P002553,"MITROVIC, LUKA",Luka Mitrovic,Luka Mitrović,https://en.wikipedia.org/wiki/Luka_Mitrović,Power forward,Power Forward,matched,,Luka Mitrović; Bogdan Bogdanović (basketball); Zvezdan Mitrović; 2021–22 EuroLeague; Aleksandar Mitrović (basketball),False,direct,bio_name,1993.0,exact_match,exact_birth_year
PTGJ,"MOCNIK, JAN",Jan Mocnik,Jan Močnik,https://en.wikipedia.org/wiki/Jan_Močnik,Point Guard,Point Guard,matched,,Jan Močnik; ABA League; Slovenian Basketball League; KK Kansai Helios Domžale; 2016–17 Slovenian Basketball League,False,direct,bio_name,1987.0,exact_match,exact_birth_year
P001833,"MOERMAN, ADRIEN",Adrien Moerman,Adrien Moerman,https://en.wikipedia.org/wiki/Adrien_Moerman,Power forward,Power Forward,matched,,Adrien Moerman; 2022 EuroLeague Final Four; 2019 EuroLeague Final Four; Anadolu Efes S.K.; Nanterre 92,False,direct,bio_name,1988.0,exact_match,exact_birth_year
PLGT,"MOISO, JEROME",Jerome Moiso,Jérôme Moïso,https://en.wikipedia.org/wiki/Jérôme_Moïso,Power forward / center,Power Forward,matched,,Jérôme Moïso; France men's national basketball team; LNB Élite; BC Khimki; Fred House; Chinese Basketball Association,True,direct,bio_name,1978.0,exact_match,exact_birth_year
P003362,"MOLDOVEANU, VLAD",Vlad Moldoveanu,Vlad Moldoveanu,https://en.wikipedia.org/wiki/Vlad_Moldoveanu,Power forward,Power Forward,matched,,Vlad Moldoveanu; 2013–14 KML season; BC Kalev; U-BT Cluj-Napoca; 2014–15 Euroleague squads,False,direct,bio_name,1988.0,exact_match,exact_birth_year
P001199,"MOLINA, MIGUEL",Miguel Molina,"Michael Young (basketball, born 1961)","https://en.wikipedia.org/wiki/Michael_Young_(basketball,_born_1961)",,,page_found_identity_mismatch,Selected page's birth year (1961) clearly differs from players_bio.csv (1989); rejected as a different person.,"Miguel Molina; Baloncesto Superior Nacional; 2025–26 in Spanish basketball; Michael Young (basketball, born 1961); Liga Mayor de Baloncesto; 2026 in sports",False,search,bio_name,1961.0,clear_mismatch,
P001477,"MONALDI, DIEGO",Diego Monaldi,Diego Monaldi,https://en.wikipedia.org/wiki/Diego_Monaldi,Point guard,Point Guard,matched,,Diego Monaldi; Dinamo Sassari; Napoli Basket (2016); 2017 Italian Basketball Cup; 2019–20 Victoria Libertas Pesaro season,False,direct,bio_name,1993.0,exact_match,exact_birth_year
PJCL,"MONCASI, ALBERT",Albert Moncasi,Rosters of the top basketball teams in European club competitions,https://en.wikipedia.org/wiki/Rosters_of_the_top_basketball_teams_in_European_club_competitions,,,page_found_not_basketball_player,Wikipedia page(s) found but none identifiable as a basketball-biography page,Rosters of the top basketball teams in European club competitions,False,search,bio_name,,unavailable,
